"inputTweet","score","sentiment"
"Sorry Not Sorry [Explicit] Demi Lovato | Format: MP3 Music From the Album: Tell Me You Love… https://t.co/3zrVbEHuaj",-1,"negative"
"New: Callum Kindly &amp; the Very Weird Child: Story about sharing your home with a new child https://t.co/kRypgRtJsH #fostering",0,"neutral"
"🔘Top deportivo push up para running, fitness, yoga etc
Disponible en tallas M, L y XL 

🛒 https://t.co/IxJRhfpP6L… https://t.co/BvbXlDLToF",1,"positive"
"Amazon's that Whole Foods avocado plug 🔌",0,"neutral"
"Triumph over adversity! Get @pandamoonpub's gr8 reads at Amazon. Find @daintywriterj3’s THE SHAPE OF THE ATMOSPHERE https://t.co/vvfmqxB7bE",0,"neutral"
"I just participated in an #AmazonGiveaway for Folding Wood Walking Stick Fluorescen.... Check it out here:
 https://t.co/b6DLM0PrxZ",0,"neutral"
"10 Easy Steps to Looking More Photogenic  https://t.co/oiZExHbFmJ  in=",1,"positive"
"YourNewBooks: Go back in time, to one family's ancestral home with settlers &amp; Cherokee. https://t.co/NkAUqrgWKW j… https://t.co/CcgvguSZ5X",0,"neutral"
"#Win the great #international #WithLoveforBooks #Kindle Fire, Amazon #giftcard &amp; #mug, #totebag &amp; #pillow #giveaway! https://t.co/xSG7G30aUE",1,"positive"
"#BTS Albums Sold On Amazon To Count Towards Music Charts https://t.co/Bd1cFftd4u by #soompi via @c0nvey https://t.co/wI16R0Y3d6",0,"neutral"
"5 Fresh Ways to Wear Your Old Adidas Superstar Sneakers  https://t.co/fIt4pkW0ta  elyts",1,"positive"
"Lightweight, easily portable Bluetooth speaker works for almost all the devices. Buy AmazonBasics Ultra-Portable... https://t.co/VJ8c1ZRHy8",3,"positive"
"AMAZON PROMO! The Untethered Soul: The Journey Beyond Yourself https://t.co/dqawC5jr9i",0,"neutral"
"The Holiday Packing List Every Fashion Girl Should Check Before Travelling  https://t.co/umRpxrs7hZ via @amazon  est",0,"neutral"
"Use YUWBG6C9 at https://t.co/Kg0Bj2z8Ij for 12% off Vanderfields NR35X2 Protective, Shooting Earmuffs / Headphones https://t.co/KDMHTsNpJv",0,"neutral"
"Amazon’s Alexa turns on Ford car’s engine - BBC News https://t.co/eLcLe9EcgL",0,"neutral"
"Retina 2760 OMG Key Chain (Silver) worth Rs. 299 for Rs. 80 - Amazon https://t.co/RfuZIEi68I",1,"positive"
"Help us out with this year's Freshers' Festival and you can get a FREE Hud Live ticket 🎶, or a £20 Amazon voucher!… https://t.co/6Su4VvFLyS",1,"positive"
"Available for pre-order! Lunar Shadows (The Guardians Series Book 2) by T.F.  Walsh https://t.co/fmCjqfJnVz https://t.co/n0vnNV0J5Z",1,"positive"
"PERFECT GIFT! Casino Poker Chip Cookie Cutter and Stamp #1291 https://t.co/KbK6fM31Yw",1,"positive"
"#howtomakemoney Create own Profitable eCommerce Business from Scratch With No Investments Using Amazon,Shopify https://t.co/bjPUO8AaD4",-1,"negative"
"New blog post: Crunch Time - why Amazon's purchase of Whole Foods matters 
https://t.co/vSC5XpAh02 https://t.co/lV1fHq5anp",0,"neutral"
"The Street Style Crowd Is Seriously Into This £10 Accessory  https://t.co/JmAr2ZZ1Vl via @amazon  your so special",0,"neutral"
"3 Ways #Amazon Could Change #WholeFoods Stores | Digital Trends https://t.co/P9sjOBorNa",0,"neutral"
"Amazon Music Unlimited matches Apple Music deal for students, plus $1/mo promo: Apple has… https://t.co/2SlQP3imUA",1,"positive"
"Cryptocurrency Mining Malware Hosted in Amazon S3 Bucket  #Bitcoin
https://t.co/Yfe1PBw3wf by @mike_mimoso",0,"neutral"
"#READ #FREE! #ROMANCE #Series #KU
""The #story lingers in my mind"" 
#BookBoost #IARTG #TW4RW https://t.co/cULOMB02js  https://t.co/5Ef9f63tZN",0,"neutral"
"Good Day -Bad Day - Don't Even Ask #Wine Glass https://t.co/0XHmV3S8q8 #winelovers #winewednesday #vino #wineoclock https://t.co/Qke3QIxeZb",0,"neutral"
"Vous Ecoutez KnaRadio Le Gros Son de La Caraibes @ Me Luv Yuh by Medhy Custos 
 - Buy it https://t.co/XLe0TVZCd7... https://t.co/pD1y5VFkL1",0,"neutral"
"Real Grit Lit just 4 U! Get @pandamoonpub's gr8 reads at Amazon. Find @pjoneswriter’s ON THE BRICKS at https://t.co/hEC6ozL5ED",0,"neutral"
"Brilliant talk @lucydablin @KewScience on silvopastoral experiments in #Amazon #Peru. Big ambitions, great science! https://t.co/EXZ1cojcen",2,"positive"
"I don't know why I'm trying to make a Amazon order this early and I accidentally got charged $100 for prime I DONT HAVE $100 in my account",0,"neutral"
"White Freshwater Cultured #Pearl &amp; Leather Bracelet by The Pearl Source https://t.co/EJSm54XJuk via @amazon #Jewelry #fashion #style",0,"neutral"
"when you accidentally sign up to amazon prime",0,"neutral"
"#Got #Healthy #Snacks ? Try Garden of Eatin' Blue Corn Tortilla Chips Made with non-GMO Ingredients &amp; Organic Corn.… https://t.co/qotcKhkIb0",0,"neutral"
"Grab a copy of SO IN LOVE by @darcyburke + enter to #win a $40 AMAZON GIFT CARD!

https://t.co/Tg2HH9R8Oc https://t.co/IgUdgGrTfd",1,"positive"
"Leading well is one courageous act after another. ~LollyDaskal https://t.co/W3p8dsR7pY #TheLeadershipGap https://t.co/1HlgKGyGLw RT Lolly…",3,"positive"
"Monitor 1080p Eye-care 27” BenQ EW2775ZH (Brillo Smart, Flicker-free, Low Blue Light Plus)
Sólo 172,99€ (-36€) ⚡️
https://t.co/YWeP8Tmjjb",1,"positive"
"Now Available!
The Lies We Tell (Lies &amp; Redemption Book 1) by JC Thompson https://t.co/py5GRKmpLj via @amazon",0,"neutral"
"Vous Ecoutez KnaRadio Le Gros Son de La Caraibes @ Fwagil by Ruddy Brada 
 - Buy it https://t.co/HU3MPE8dVf https://t.co/CGh4uKDP1n",0,"neutral"
"Now on #air🎵 Jazzy House (Chillhouse Mix) by Dave Neville #chill #relax #positive
 - Buy it https://t.co/omcXRMc0D6 https://t.co/bpDHLM76R4",0,"neutral"
"Will it be Alibaba-BigBasket vs Amazon-Grofers in online grocery? https://t.co/yeZ11ReGX7 via @vccircle",0,"neutral"
"#NowPlaying : R.I.P. by @Jeezy #listen at https://t.co/QHXwPRHvmP
 - Buy it https://t.co/hA3mRzFjAW https://t.co/SdSmKUJPds",0,"neutral"
"'NowPlaying' Mr Loverman (Radio Mix) by Shabba Ranks #listen at https://t.co/Y9tPvAgwlk
 - Buy it… https://t.co/gWpscOchqy",0,"neutral"
"@MadeleyChloe 😂😂😂 yeah cos u might not have a copy of yer own book good work Amazon lol",2,"positive"
"#NowPlaying Gun Hill by @Monstakodi on @RoundHereRadio
 - Buy it https://t.co/ebL2yxxLTQ",0,"neutral"
"Interesting... Sex Pillow allows for deeper penetration and increased chance of conception. https://t.co/FRlLL5D12C #onlyonamazon",1,"positive"
"You gotta mix things up and keep things interesting, especially in the bedroom. https://t.co/fdnWesxdzb #Bedroom #Fun #marriage",1,"positive"
"Alice is Playing: Highway To Hell by @acdc https://t.co/tHa9vbpGQ8
 - Buy it https://t.co/r5VxRIj4Zw https://t.co/GLbWS3FW2t",-1,"negative"
"Amazon Fulfillment https://t.co/Iyol6z6DT5 #fulfillmentby amazon benefits #dropship vendor",1,"positive"
"10 Chic Lingerie Brands That Aren't the Obvious Ones You're Bored Of  https://t.co/TdJSaFnsjX  for her",0,"neutral"
"Now Playing on KCEG_ World News 30 min Listen at https://t.co/OfF3QMRX0t
 - Buy it https://t.co/KUTkuEEJnh",0,"neutral"
"@DeSanctisWriter @amazon Thanks, @DeSanctisWriter! So appreciate it. xx",1,"positive"
"#99cents Time Machines Repaired While-U-Wait. Will you be shocked to learn what lies at the end of time?… https://t.co/VFGivZRSJO",-3,"negative"
"I Bought a $200 Mattress From Amazon. Here's How I've Been Sleeping

https://t.co/I5fnYe1gfY",0,"neutral"
"Apocalyptic Short Stories From The Prepper Side Of The End Of The World As We.. https://t.co/OOzxuEeFFx... https://t.co/Mghg27t444",-1,"negative"
"Important: These Are the 4 Fall Denim Trends You Won't Be Able to Avoid  https://t.co/lFEJ5DMK7R  gucci for men",1,"positive"
"#99c Romance boxed set of 12 novels by #bestselling and award winning authors!
https://t.co/gBI5R7g7vd #luvnwar https://t.co/pm6Vxn4iMW",2,"positive"
"Horror stories w/ diversity &amp; heart! Get @pandamoonpub's gr8 reads at Amazon. Find @dvgtweets REVENGERS at https://t.co/bArWy3Gj92",0,"neutral"
"The MTV VMAs Looks That Shut Down the Red Carpet  https://t.co/V3FQG6Nq5g  *",0,"neutral"
"#MUSTREAD
@jrwrightchd
THE LAST BUCKAROO
Sizzling♨End Of An Era❤ROMANCE
https://t.co/o1uH0lA0gU
#ASMSG #Western https://t.co/BBbPFgyLKE",0,"neutral"
"#Win $15 Amazon #BookTour #Giveaway #Swedish #Mystery #Crime #Thriller #Vanished https://t.co/d48VDp6bFv",0,"neutral"
"Top FastMovers Brands on https://t.co/kO3BfaTsFY: Beauty &amp; Personal Care via @Profitero #ecommerce… https://t.co/vcQcdGl4UY",1,"positive"
"'HER' album is already #1 best seller on amazon. She can pack her things and leave :) https://t.co/7eXQFt4leG",1,"positive"
"Everyone Looks Attractive in This Colour, and Science Can Prove It  https://t.co/oiZExHbFmJ  in=",1,"positive"
"Now Playing: Guilty by Bee Gees - Listen at https://t.co/inAKQ9dgBg
 - Buy it https://t.co/ZaHQeQwLVY https://t.co/Ip7WTSpJk0",-1,"negative"
"@simmi_sim1 You fraud... u made me pay you through amazon and than vanished. You are a scam",-2,"negative"
"Use DD69NGBR at https://t.co/Kg0Bj2z8Ij for Use this code at checkout to get 17% off 17% off Sleep Mask Eye Mask. https://t.co/KDMHTsNpJv",0,"neutral"
"Looking for After Shave Lotion.? Here is a deal for you. Amazon is selling Axe Signature Temptation After Shave... https://t.co/gOufe6KZGQ",-1,"negative"
"Free e books for kindle by amazon top 100. ""The Widow of Larkspur Inn (The Gresham Chronicles Book #1)""… https://t.co/qy878dvaqe",2,"positive"
"I recall its tongue to be my wet Amazon Lantern worse than a chestnut.",-1,"negative"
"Chanel Bag 101: How to Buy the Most Iconic Handbag of all Time  https://t.co/fIt4pkW0ta  elyts",0,"neutral"
"What's playing dirty with letting army buy the album from amazon, yall haters bet you wanna have a company like bighit that cares for you..",-1,"negative"
"52 Good-to-know Techbits: An Essential Resource For Website Developers  https://t.co/WnNKVSLJ53 #mobile #development @androidbot_",1,"positive"
"Romantic Fantasy Swing Kit with Love Eye Mask and Premium Personal Lube https://t.co/3j9MONHwi7 #sexswing #couples https://t.co/H0AKHu2Vkj",2,"positive"
"@Solm67 Ok cool I'll give these guys ago fed up of Amazon listing items that suddenly can't be delivered here",1,"positive"
"See the highly-rated eBook ""A Worthy Man (The Men of Halfway House Book 5)"" https://t.co/z9X2D18JkK #kindle https://t.co/SwopcqHN5Y",1,"positive"
"The Pretty Jacket Style That Just Won't Go Away  https://t.co/umRpxrs7hZ via @amazon  est",2,"positive"
"Style your nest with honeymoon bedding https://t.co/FK1AybmtAm https://t.co/TAWPu8yby7 #giveaway",0,"neutral"
"Beauty Molly Rabbit Ear #Vibrator for Female #Sex Toys  https://t.co/a0JS60s1FR #sextoys #adulttoys #vagina https://t.co/xVLfV471fc",1,"positive"
"The New Flats That Fashion Girls Everywhere Are Wearing With Jeans  https://t.co/JmAr2ZZ1Vl via @amazon  your so special",0,"neutral"
"For every rock star there's the one girl they can’t forget. #KU 
✦Amazon Universal Buy Link➙… https://t.co/hMq7y4l6Gm",0,"neutral"
"&lt;a target=""_blank"" href=""https://t.co/VM1I0GVfjy",0,"neutral"
"Why Amazon Isn’t Ready for Prime Time in China https://t.co/ckOI0SqsOv",1,"positive"
"Psychological Suspense 4 U! Get @pandamoonpub's gr8 reads at Amazon. Find @skstephenswrite’s A FLASH OF RED at https://t.co/brf1iWBciI",0,"neutral"
"Polar M400 GPS Smart Sports Watch with Hear... by Polar https://t.co/BBDJfPtJI7 https://t.co/N5mIEjaQH8",1,"positive"
"#NowPlaying Patti Austin - Don't Go Away :: Tune In : https://t.co/pgEXTV3oio
 - Buy It https://t.co/1ZZvuOFdsV https://t.co/X2io8AQ2RU",0,"neutral"
"Got home... got into an Amazon hole... $60 later I have new shoes and found a sweet deal on a @JOYRICHLA backpack &gt;:)",1,"positive"
"“Is any big company a good company? I mean, I'm gonna use ‘em. As long as they're not, like, murdering babies.”… https://t.co/yjKgE4hSEn",2,"positive"
"Emerald Oceans, the 1st Star Dragon 13 #Novel is now available for preorder  https://t.co/8nsKskoiE3 #Amazon #Kindle #RT",1,"positive"
"Master Auditing Basics  https://t.co/T4KZcZL8sd",1,"positive"
"@justbmine243 As usual only CDJapan amd Amazon JP are the best source",1,"positive"
"FLATSEVEN Mens Slim Wool Blend Peaked Lapel Blazer Jacket https://t.co/jonrtBqZ1a … https://t.co/9iJWbr0yz9",0,"neutral"
"Want to win $100 Amazon Gift Certificate? I just entered to win and you can too. https://t.co/MgcavBNSBg",2,"positive"
"SanDisk Ultra 256GB Dual USB Flash Drive USB 3.0 up to 150 mbps £59.99 https://t.co/WaQpPWhScL",0,"neutral"
"Amazon officially owns Whole Foods and is slashing prices by as much as 43… https://t.co/jWGW9UiHxJ #Networking, #NJ",-1,"negative"
"What was the best thing before sliced bread?  https://t.co/rRrFJmYKYb book in 5* series out now.  Tales of special forces. 1st one's FREE",1,"positive"
"The combination of Whole Foods stores and Amazon’s online grocery operations will become the fifth largest U.S.... https://t.co/jdeFlvW3AA",0,"neutral"
"How to Build an App like Amazon Go for Your Mom and Pop Store https://t.co/VW5WYWdus5 https://t.co/bMKVDEfubK",1,"positive"
"Holy Shit: Managing Manure to Save Mankind https://t.co/5Ukfi7poWN #compost #wastenot",0,"neutral"
"@amznind 
Amazon service is gone down badly.Since a month i am not served with a product ordered for.. twice I got wrong product delivered..",-2,"negative"
"Amazon Hawking The Echo At Select Whole Foods Market Locations https://t.co/DwQBBIqols #BigData #CyberSecurity #infosec",0,"neutral"
"#thriller Torn between justice and vengeance, Steve Williams must make a decision. https://t.co/Ni4H4ehVzO https://t.co/VWPHgnFoPS",-1,"negative"
"FLATSEVEN Mens Slim Wool Blend Stand Collar Blazer Jacket https://t.co/Hew1gLZfK0",0,"neutral"
"Donna M. Zadunajsky's Blog: KINDLE DAYS ARE HERE! #Kindle #Amazon https://t.co/AWdBJ3g6bY",0,"neutral"
"I just participated in an #AmazonGiveaway for WINOMO 12lb 6kg(Max) Nail Free Bath H.... Check it out here:
 https://t.co/PSj5SO9X6Y",1,"positive"
"Get 12 issues for only $3
$71.88→$40.00(Save 44%)
Expires Sep 1, 2017
Goto Amazon ☞ https://t.co/jGBsunsLF6 https://t.co/1r3rpbS0jL",-1,"negative"
"Use G2KI3SON at https://t.co/Kg0Bj2z8Ij for Use this code at checkout to get 22% off Insonder Resistance Bands Se https://t.co/KDMHTsNpJv",0,"neutral"
"Author Max Monroe's Dr. Neuro is live!

Dr. Nick Raines wants nothing more than to keep his head on straight and... https://t.co/fqKW82TuZT",0,"neutral"
"Comment: What next for Amazon &amp;amp; Whole Foods? https://t.co/85gzYbhTE5",0,"neutral"
"Want to win a £100 Amazon voucher?

Design the new cover for our financial statements document. More information:… https://t.co/CnW1V8L0ya",1,"positive"
"Just saw this on Amazon: Renn Women's Ruffle Front Dress by Renn https://t.co/FJ6h5fdGi4",-1,"negative"
"#FryingPans under Rs.499
https://t.co/SpQ9AWfuMt

#Amazon #Deals #Offers #OnlineDeals https://t.co/NHK6MnwIN1",0,"neutral"
"Try One-Day Delivery, Prime Video and Prime Music for six months with Amazon Student https://t.co/lBUycxzxTr",0,"neutral"
"#Trafficking 
An action packed adult crime #thriller!
https://t.co/s3BOejbFyB",-1,"negative"
"First Street Church Romances: Love's Atonement (Kindle Worlds Novella) by Vic... https://t.co/JYd0IJM209 via @amazon kindle $1.99 today",1,"positive"
"Armageddon Angels &amp; Demons? Buy Divine Apocalypse The Beginning of the End @Amazon 599 #Kindle #99cents #readnow https://t.co/lzDflYyFh4",0,"neutral"
"Grit Lit 4 U! Get @pandamoonpub’s gr8 reads at Amazon? Find Matt Coleman's @coleman_matt JUGGLING KITTENS at https://t.co/Yk2tmHWtPM",0,"neutral"
"Interludes by Harmony Kent A collection of erotic romance short stories https://t.co/0zKecqVvgd #KindleUnlimited 5*… https://t.co/W8tBb2yYc2",1,"positive"
"#9: Neutrogena  Makeup Remover Cleansing Towelettes &amp; Wipes, Refill Pack, 25 Count (pack of 6)          https://t.co/Xbtr9XO3F3",0,"neutral"
"Scarier than a #NASCAR wreck at #Daytona. #MustRead #Horror https://t.co/Fh5f2wWSRI @ArmandAuthor @TheMandoMethod… https://t.co/cM04dLAB9G",-2,"negative"
"""dreams of those Irish who dared to dream."" Quote from Exile by Liam Robert Mullen. A new ebook available on Amazon.",0,"neutral"
"Purchase @SabrosoSauce Healthy Seasoning on @Amazon (US) https://t.co/O4OWCCYeSo #SabrosoSauce #HealthySeasoning #Amazon #USMarket",1,"positive"
"#news Amazon slashes prices for its Music Unlimited service for students https://t.co/bc7zDW32tq",1,"positive"
"Empowerment, Engagement, and Education for Women in Tech https://t.co/5i5cpPbmX4 via @awscloud",1,"positive"
"Floral changes in the Amazon in the last glacial cycle - new from recent @Palaeo_Bham alumnus Carlos D'Apolito:… https://t.co/yrtttiV1Ry",0,"neutral"
"Tesa  Wire Loom Harness Tape Used By Mercedes BMW VW Audi https://t.co/j4Wq6NbiQM",0,"neutral"
"[Accessory] OEM (Original) Apple Headphones Handsfree Headset with Jack Mic for Apple iPad   https://t.co/qu3v4yPy7k  #ipad",0,"neutral"
"Amazon reviews hail this book. https://t.co/WSnwYctNs3 #purchasingprofessionals https://t.co/8tVS8eQLOF https://t.co/wC3ysdkpCA",1,"positive"
"I entered to win $25 Amazon Gift Card! Did you? @pumpupyourbook @samiesands #ASMSG #puyb https://t.co/RBFd2CsAes",1,"positive"
"News; Amazon already causing #disruption with Whole Foods buy, #AI sharks, #security India, Pakistan, Ford, pizza…https://t.co/pLf7WNEXsm",0,"neutral"
"New Releases in Physics
#1: Hidden In Plain Sight 8: How To Make An ... by Dr Andrew H Thomas… https://t.co/G50oZxrnk4",0,"neutral"
"Amazon : Himalaya for Moms Soothing Body Butter Jasmine 100ml            (details)@ Rs.147 https://t.co/dWSYNOI4wG https://t.co/GWX5AD8ham",0,"neutral"
"HOT♨#ROMANCE
@Rogenna  
SEAL It With A Kiss #FREE
https://t.co/9LL8EScZHu
#ASMSG #TW4RW https://t.co/DCObp48ylB",1,"positive"
"Are Amazon Reviews Really THAT Important? https://t.co/up1QRCZdqS",1,"positive"
"Cold Blood: A gripping serial killer thriller ... #Amazon #Author #Barnesandnoble #Books #Bookworm #Climax #Ebook -… https://t.co/n8yUlBRaDy",-2,"negative"
"Off to chat books and hygge with the lovely folks at @BBCBerkshire - tune in for a listen at 2pm. X https://t.co/2XculgylMa?amp=1 #bookchat",1,"positive"
"Amazon Prime Video Partners Turner India to Stream Cartoon Network Shows #Gadgets https://t.co/58J1FhLQnq https://t.co/eP6jo12nsY",0,"neutral"
